"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
0.500524136376298,0.14037450642424,0.407986310581753,0.34406670710122,0.730796119937289,0.943656346029675,"ENSG00000000003"
0,NA,NA,NA,NA,NA,"ENSG00000000005"
22.7905840915984,0.182861380069605,0.0905150942414184,2.0202307869435,0.0433594542419832,0.360801266212368,"ENSG00000000419"
18.0895139242984,0.0131454066296504,0.112979714481426,0.116351919368778,0.907373639284859,0.984828266396372,"ENSG00000000457"
7.21473435716754,0.30235430514161,0.114090782750164,2.65012035024516,0.00804631025982641,0.146823532375542,"ENSG00000000460"
892.147109734758,-0.37285353889139,0.343154221753298,-1.08654801618452,0.277236609550872,0.734050729395223,"ENSG00000000938"
3.57063437680992,-0.284855245802971,0.418016572721759,-0.681444862217406,0.495590044247706,0.865333543513234,"ENSG00000000971"
19.6460474413892,0.0589862221131042,0.242754467384988,0.242987174442219,0.808015333064426,0.96192030508875,"ENSG00000001036"
19.2933863029227,-0.0115209401511983,0.154595207678171,-0.0745232683744123,0.94059402715794,0.988312146666617,"ENSG00000001084"
71.7438724144796,0.0226126248596848,0.127426248421331,0.177456569112172,0.859149776585986,0.974412473840536,"ENSG00000001167"
4.69980693667408,-0.354678630751695,0.165260460198064,-2.14617961444991,0.0318586513423631,0.306833889489161,"ENSG00000001460"
37.084552217425,-0.00390774104822407,0.220525839775444,-0.0177201050552771,0.985862141650718,0.998715773620222,"ENSG00000001461"
34.5837926973923,0.103063960670654,0.174146472727368,0.591823417704268,0.553968840158007,0.89203378424204,"ENSG00000001497"
17.2487223077413,-0.0892860650139915,0.217140762921495,-0.4111897914178,0.680933373246684,0.932204556494091,"ENSG00000001561"
0.056749740854311,0.262396740208833,1.88837363821421,0.138953825079329,0.889486637220383,NA,"ENSG00000001617"
0,NA,NA,NA,NA,NA,"ENSG00000001626"
36.9985590260055,-0.0282164764413422,0.0800053257556517,-0.352682476758105,0.724326497785601,0.942181961765199,"ENSG00000001629"
1.88539949314461,0.109652722281558,0.225436890483181,0.48640097034047,0.626682902719809,0.916706987283879,"ENSG00000001630"
24.0739296097216,0.0702611358404846,0.10268717795411,0.684225014654545,0.493833088788167,0.86504030610348,"ENSG00000001631"
9.65598668719194,0.0232415940893763,0.108158122434946,0.2148853323832,0.829856720834375,0.965544406273475,"ENSG00000002016"
0,NA,NA,NA,NA,NA,"ENSG00000002079"
11.9007086884326,-0.0153884685038353,0.104504699405221,-0.14725144985266,0.882933552051736,0.980242365329613,"ENSG00000002330"
92.0114123692933,-0.502110146657392,0.265233975406758,-1.89308381736301,0.0583467238645621,0.409319513841099,"ENSG00000002549"
124.603910714129,0.122502272747203,0.252672908432769,0.484825514167848,0.627800122568676,0.91727474494478,"ENSG00000002586"
3.1873640211356,-0.387099532725024,0.705128028935432,-0.548977656312213,0.583020783604516,0.901794180307863,"ENSG00000002587"
1.86105636571679,0.389124557573578,0.66929960934875,0.581390683840692,0.560977174820797,0.894018719537465,"ENSG00000002726"
1.34966620445549,-0.244429225996068,0.805933555616623,-0.303287069129482,0.761671099746919,0.951271114019559,"ENSG00000002745"
0,NA,NA,NA,NA,NA,"ENSG00000002746"
38.008865806599,0.0604321250298032,0.12401468117083,0.487298152599838,0.626047056715053,0.916640381717939,"ENSG00000002822"
430.203331210509,-0.27580477572,0.20291039971142,-1.35924415955146,0.174069232241037,0.630244265229443,"ENSG00000002834"
48.2340656902488,-0.194115391345299,0.191451021698153,-1.01391671678486,0.310622493949251,0.75897015818622,"ENSG00000002919"
22.2317039314867,0.223770554333325,0.842517672685732,0.265597460549404,0.790549241564124,0.957013989947299,"ENSG00000002933"
84.0464477550127,0.0502891530098105,0.127285738802522,0.395088668085839,0.692777451573808,0.936087049150402,"ENSG00000003056"
0.258081326926711,0.391598353019709,0.424394596125067,0.922722288632314,0.35615194748752,NA,"ENSG00000003096"
